1-1.txt,10.00
1-2.txt,10.00
1-3.txt,10.00
1-4.txt,10.00
1-5.txt,10.00
2-1.txt,10.00
2-2.txt,10.00
2-3.txt,10.00
2-4.txt,10.00
3-1.txt,5.00
3-2.txt,5.00
3-3.txt,5.00
4-1.txt,7.00
4-2.txt,7.00
4-3.txt,7.00
4-4.txt,7.00
5-1.txt,9.00
5-2.txt,9.00
5-3.txt,9.00
5-4.txt,9.00
6-1.txt,3.00
6-2.txt,3.00
6-3.txt,3.00
6-4.txt,3.00
6-5.txt,3.00
7-1.txt,1.00
7-2.txt,1.00
7-3.txt,1.00
7-4.txt,1.00
7-5.txt,1.00
8-1.txt,2.50
8-2.txt,2.50
8-3.txt,2.59
8-4.txt,3.14
9-1.txt,2.17
9-2.txt,9.87
9-3.txt,1.22
9-4.txt,4.15
9-5.txt,6.55
9-6.txt,12.35
10-1.txt,9.00
10-2.txt,1.00
10-3.txt,12.97
10-4.txt,33.48
10-5.txt,55.47
11.c,1.00
12.c,100.00
13.c,3.00
14.c,3000.00
